"","weight","stratum","psu","qn8"
"2695",1.178,202,60770,1
"2696",0.8663,202,60770,1
"2697",0.9954,202,60770,2
"2698",0.8663,202,60770,1
"2699",0.9954,202,60770,NA
"2700",0.9954,202,60770,2
"2701",1.0251,202,60770,1
"2702",1.178,202,60770,1
"2703",0.6281,202,60770,1
"2704",0.9954,202,60770,2
"2705",0.8663,202,60770,1
"2706",0.9954,202,60770,2
"2707",0.9954,202,60770,1
"2708",0.9954,202,60770,2
"2709",1.178,202,60770,1
"2710",0.3478,202,60770,1
"2711",0.2671,202,60770,NA
"2712",0.2671,202,60770,NA
"2713",0.4493,202,60770,1
"2714",0.2671,202,60770,1
"2715",0.2671,202,60770,1
"2716",0.2671,202,60770,1
"2717",0.2671,202,60770,1
"2718",0.2671,202,60770,1
"2719",0.3337,202,60770,1
"2720",0.4626,202,60770,1
"2721",0.757,202,60770,1
"2722",0.395,202,60770,1
"2723",0.3834,202,60770,NA
"2724",0.3337,202,60770,NA
"2725",0.5315,202,60770,1
"2726",0.4626,202,60770,1
"2727",0.4626,202,60770,1
"2728",0.4626,202,60770,1
"2729",0.5315,202,60770,NA
"2730",0.3337,202,60770,NA
"2731",0.3337,202,60770,1
"2732",0.3337,202,60770,1
"2733",0.3337,202,60770,1
"2734",0.3337,202,60770,1
"2735",0.5315,202,60770,NA
"2736",0.3337,202,60770,1
"2737",0.3337,202,60770,1
"2738",0.2146,202,60770,NA
"2739",0.4626,202,60770,1
"2740",0.757,202,60770,1
"2741",0.3337,202,60770,1
"2742",0.4626,202,60770,1
"2743",0.2045,202,60770,NA
"2744",0.4626,202,60770,NA
"2745",0.3337,202,60770,1
"2746",0.3337,202,60770,NA
"2747",0.3337,202,60770,NA
"2748",0.3337,202,60770,1
"2749",0.321,202,60770,1
"2750",0.2283,202,60770,1
"2751",0.321,202,60770,NA
"2752",0.321,202,60770,1
"2753",0.2283,202,60770,1
"2754",0.2283,202,60770,1
"2755",0.321,202,60770,NA
"2756",0.321,202,60770,NA
"2757",0.2283,202,60770,1
"2758",0.321,202,60770,NA
"2759",0.3433,202,60770,1
"2760",0.2442,202,60770,NA
"2761",0.3056,202,60770,NA
"2762",0.2283,202,60770,NA
"2763",0.2283,202,60770,1
"2764",0.2283,202,60770,1
"2765",0.2283,202,60770,1
"2766",0.2283,202,60770,1
"2767",0.2283,202,60770,1
"2768",0.2283,202,60770,1
"2769",0.2283,202,60770,1
"2770",0.2283,202,60770,1
"2771",0.321,202,60770,1
"2772",0.4493,202,60770,1
"2773",0.2671,202,60770,1
"2774",0.2671,202,60770,NA
"2775",0.2671,202,60770,NA
"2776",0.2671,202,60770,1
"2777",0.4493,202,60770,NA
"2778",0.2671,202,60770,1
"2779",0.2671,202,60770,NA
"2780",0.3478,202,60770,NA
"2781",0.3433,202,60770,1
"2782",0.2442,202,60770,1
"2783",0.5639,202,60770,NA
"2784",0.4011,202,60770,1
"2785",0.8188,202,60770,NA
"2786",0.3145,202,60770,1
"2787",0.4493,202,60770,1
"2788",0.4493,202,60770,1
"2789",0.2671,202,60770,1
"2790",0.2671,202,60770,1
"2791",0.2671,202,60770,NA
"2792",0.5291,202,60770,1
"2793",0.4493,202,60770,1
"2794",0.2671,202,60770,NA
"2795",0.2671,202,60770,2
"2796",0.4493,202,60770,1
"2797",0.3337,202,60770,1
"2798",0.3337,202,60770,1
"2799",0.5315,202,60770,1
"2800",0.4626,202,60770,1
"2801",0.2671,202,60770,1
"2802",0.2671,202,60770,NA
"2803",0.2671,202,60770,NA
"2804",0.321,202,60770,1
"2805",0.2283,202,60770,NA
"2806",0.2283,202,60770,1
"2807",0.5291,202,60770,NA
"2808",0.2671,202,60770,NA
"2809",0.2671,202,60770,1
"2810",0.5291,202,60770,NA
"2811",0.4626,202,60770,NA
"2812",0.3337,202,60770,1
"2813",0.4626,202,60770,NA
"2814",0.3337,202,60770,1
"2815",0.2045,202,60770,1
"2816",0.3337,202,60770,NA
"2817",0.3337,202,60770,NA
"2818",0.4626,202,60770,1
"2819",0.4626,202,60770,1
"2820",0.4626,202,60770,1
"2821",0.4626,202,60770,1
"2822",0.3337,202,60770,NA
"2823",0.4626,202,60770,NA
"2824",0.3337,202,60770,1
"2825",0.3337,202,60770,1
"2826",0.4626,202,60770,NA
"2827",0.395,202,60770,1
"2828",0.757,202,60770,1
"2829",0.4626,202,60770,1
"2830",0.3337,202,60770,1
"2831",0.3834,202,60770,1
"2832",0.2031,202,60770,NA
"2833",0.2355,202,60770,NA
"2834",0.395,202,60770,1
"2835",0.3337,202,60770,NA
"2836",0.4626,202,60770,1
"2837",0.4626,202,60770,1
"2838",0.3337,202,60770,1
"2839",0.3337,202,60770,NA
"2840",0.2849,202,60770,1
"2841",0.4626,202,60770,1
"2842",0.4626,202,60770,NA
"2843",0.3337,202,60770,1
"2844",0.3337,202,60770,1
"2845",0.2031,202,60770,1
"2846",0.3531,202,60770,1
"2847",0.3531,202,60770,NA
"2848",0.3531,202,60770,1
"2849",0.2031,202,60770,1
"2850",0.2671,202,60770,NA
"2851",0.3531,202,60770,1
"2852",0.3531,202,60770,1
"2853",0.4095,202,60770,1
"2854",0.2031,202,60770,NA
"2855",0.5851,202,60770,1
"2856",0.2671,202,60770,1
"2857",0.3478,202,60770,1
"2858",0.2671,202,60770,NA
"2859",0.4493,202,60770,1
"2860",0.4493,202,60770,NA
"2861",0.4493,202,60770,1
"2862",0.4493,202,60770,NA
"2863",0.2031,202,60770,NA
"2864",0.2031,202,60770,1
"2865",0.2031,202,60770,1
"2866",0.3764,202,60770,NA
"2867",0.2031,202,60770,1
"2868",0.2031,202,60770,NA
"2869",0.3764,202,60770,1
"2870",0.2671,202,60770,NA
"2871",0.4493,202,60770,1
"2872",0.2671,202,60770,1
"2873",0.4493,202,60770,NA
"2874",0.4493,202,60770,1
"2875",0.4493,202,60770,NA
"2876",0.2671,202,60770,1
"2877",0.2031,202,60770,NA
"2878",0.2031,202,60770,NA
"2879",0.2355,202,60770,1
"2880",0.2031,202,60770,NA
"2881",0.2031,202,60770,NA
"2882",0.2031,202,60770,NA
"2883",0.2031,202,60770,NA
"2884",0.3531,202,60770,1
"2885",0.2031,202,60770,1
"2886",0.3531,202,60770,1
"2887",0.2031,202,60770,NA
"2888",0.2031,202,60770,NA
"2889",0.2031,202,60770,1
"2890",0.2031,202,60770,1
"2891",0.3531,202,60770,1
"2892",0.6545,202,60770,1
"2893",0.3531,202,60770,1
"2894",0.6545,202,60770,1
"2895",0.2031,202,60770,NA
"2896",0.3764,202,60770,NA
"2897",0.4729,202,60770,NA
"2898",0.2031,202,60770,NA
"2899",0.3531,202,60770,1
"2900",0.3531,202,60770,NA
"2901",0.2031,202,60770,NA
"2902",0.3531,202,60770,NA
"2903",0.3531,202,60770,1
"2904",0.2031,202,60770,NA
"2905",0.3531,202,60770,1
"2906",0.2031,202,60770,NA
"2907",0.3764,202,60770,1
"2908",0.2671,202,60770,1
"2909",0.4493,202,60770,NA
"2910",0.2671,202,60770,1
"2911",0.4868,202,60770,NA
"2912",0.6545,202,60770,NA
"2913",0.2355,202,60770,1
"2914",0.3531,202,60770,1
"2915",0.2355,202,60770,NA
"2916",0.2031,202,60770,NA
"2917",0.3531,202,60770,NA
"2918",0.2283,202,60770,NA
"2919",0.1527,202,60770,1
"2920",0.2283,202,60770,1
"2921",0.2283,202,60770,1
"2922",0.4493,202,60770,NA
"2923",0.2671,202,60770,1
"2924",0.2671,202,60770,1
"2925",0.2671,202,60770,1
"2926",0.2671,202,60770,1
"2927",0.2671,202,60770,1
"2928",0.321,202,60770,1
"2929",0.2283,202,60770,1
"2930",0.321,202,60770,1
"2931",0.2283,202,60770,NA
"2932",0.2283,202,60770,1
"2933",0.321,202,60770,1
"2934",0.2283,202,60770,NA
"2935",0.3056,202,60770,1
"2936",0.321,202,60770,NA
"2937",0.4011,202,60770,1
"2938",0.2355,202,60770,NA
"2939",0.2283,202,60770,1
"2940",0.2283,202,60770,NA
"2941",0.321,202,60770,NA
"2942",0.321,202,60770,NA
"2943",0.4011,202,60770,1
"2944",0.5639,202,60770,1
"2945",0.4011,202,60770,1
"2946",0.321,202,60770,1
"2947",0.2283,202,60770,1
"2948",0.3056,202,60770,NA
"2949",0.2283,202,60770,NA
"2950",0.4296,202,60770,1
"2951",0.321,202,60770,NA
"2952",0.4729,202,60770,1
"2953",0.2031,202,60770,1
"2954",0.3531,202,60770,1
"2955",0.2719,202,60770,1
"2956",0.2031,202,60770,NA
"2957",0.4095,202,60770,1
"2958",0.3531,202,60770,NA
"2959",0.2283,202,60770,1
"2960",0.5639,202,60770,1
"2961",0.2283,202,60770,1
"2962",0.2031,202,60770,NA
"2963",0.2283,202,60770,NA
"2964",0.4011,202,60770,1
"2965",0.321,202,60770,NA
"2966",0.5639,202,60770,NA
"2967",0.2283,202,60770,1
"2968",2.5213,212,80050,NA
"2969",1.8023,212,80050,NA
"2970",3.7977,212,80050,1
"2971",1.2568,212,80050,NA
"2972",4.1997,212,80050,NA
"2973",3.2252,212,80050,NA
"2974",2.5213,212,80050,2
"2975",3.2252,212,80050,1
"2976",1.8023,212,80050,1
"2977",1.9363,212,80050,NA
"2978",2.5213,212,80050,2
"2979",1.2568,212,80050,1
"2980",1.8022,212,80050,1
"2981",2.5213,212,80050,1
"2982",1.0043,212,80050,NA
"2983",4.0482,212,80050,1
"2984",1.5668,212,80050,NA
"2985",4.0482,212,80050,1
"2986",1.8004,212,80050,2
"2987",4.0482,212,80050,2
"2988",1.5668,212,80050,NA
"2989",1.5668,212,80050,1
"2990",1.8023,212,80050,1
"2991",1.3733,212,80050,1
"2992",2.28,212,80050,1
"2993",1.0259,212,80050,NA
"2994",3.5288,212,80050,1
"2995",4.1997,212,80050,NA
"2996",1.3733,212,80050,NA
"2997",2.4738,212,80050,2
"2998",2.564,212,80050,NA
"2999",2.564,212,80050,NA
"3000",1.8004,212,80050,2
"3001",1.8004,212,80050,1
"3002",2.4738,212,80050,NA
"3003",2.8426,212,80050,2
"3004",1.5668,212,80050,NA
"3005",1.5668,212,80050,2
"3006",1.3022,212,80050,NA
"3007",1.3022,212,80050,NA
"3008",1.1986,212,80050,NA
"3009",0.8661,212,80050,1
"3010",1.3022,212,80050,1
"3011",1.0043,212,80050,NA
"3012",0.8661,212,80050,1
"3013",1.3022,212,80050,1
"3014",0.8661,212,80050,2
"3015",1.8023,212,80050,1
"3016",0.8661,212,80050,1
"3017",0.4439,212,80050,1
"3018",1.3022,212,80050,NA
"3019",1.8023,212,80050,NA
"3020",1.1986,212,80050,1
"3021",0.6467,212,80050,1
"3022",0.4439,212,80050,1
"3023",0.8661,212,80050,NA
"3024",0.75,212,80050,1
"3025",0.8661,212,80050,NA
"3026",1.1986,212,80050,1
"3027",0.8661,212,80050,1
"3028",1.3022,212,80050,NA
"3029",0.8661,212,80050,1
"3030",1.0043,212,80050,1
"3031",1.3733,212,80050,1
"3032",1.3022,212,80050,NA
"3033",0.8661,212,80050,1
"3034",1.3733,212,80050,2
"3035",1.0974,212,80050,1
"3036",1.3733,212,80050,1
"3037",1.2568,212,80050,NA
"3038",1.8022,212,80050,NA
"3039",0.9389,212,80050,1
"3040",0.9389,212,80050,1
"3041",1.0043,212,80050,2
"3042",1.8022,212,80050,NA
"3043",1.6494,212,80050,NA
"3044",1.6494,212,80050,NA
"3045",0.9389,212,80050,1
"3046",1.2568,212,80050,NA
"3047",1.0043,212,80050,NA
"3048",0.8661,212,80050,2
"3049",1.8022,212,80050,NA
"3050",0.8661,212,80050,1
"3051",0.6467,212,80050,1
"3052",0.8661,212,80050,NA
"3053",0.8661,212,80050,1
"3054",0.8661,212,80050,1
"3055",1.6494,212,80050,NA
"3056",1.0043,212,80050,NA
"3057",1.3733,212,80050,1
"3058",2.7199,211,90030,2
"3059",2.7199,211,90030,NA
"3060",2.7199,211,90030,NA
"3061",2.7199,211,90030,1
"3062",2.0177,211,90030,1
"3063",2.0177,211,90030,NA
"3064",2.0177,211,90030,1
"3065",2.0177,211,90030,1
"3066",2.0177,211,90030,1
"3067",2.0177,211,90030,2
"3068",2.0177,211,90030,2
"3069",2.0177,211,90030,1
"3070",2.0177,211,90030,1
"3071",1.9172,211,90030,1
"3072",2.0402,211,90030,2
"3073",2.0402,211,90030,1
"3074",2.934,211,90030,1
"3075",2.934,211,90030,1
"3076",2.0402,211,90030,2
"3077",2.0402,211,90030,2
"3078",2.0177,211,90030,1
"3079",2.0402,211,90030,NA
"3080",2.7199,211,90030,2
"3081",2.7199,211,90030,2
"3082",2.0177,211,90030,NA
"3083",2.7199,211,90030,1
"3084",1.9994,211,90030,2
"3085",1.3997,211,90030,2
"3086",1.3997,211,90030,1
"3087",2.0402,211,90030,2
"3088",4.0607,211,90030,2
"3089",2.0402,211,90030,1
"3090",2.934,211,90030,1
"3091",2.0402,211,90030,1
"3092",2.0402,211,90030,2
"3093",2.934,211,90030,1
"3094",2.934,211,90030,1
"3095",1.9172,211,90030,1
"3096",1.9172,211,90030,1
"3097",1.9172,211,90030,1
"3098",2.7845,211,90030,1
"3099",1.9172,211,90030,1
"3100",3.2787,211,90030,1
"3101",1.3997,211,90030,NA
"3102",1.3997,211,90030,2
"3103",1.9994,211,90030,2
"3104",1.3997,211,90030,1
"3105",1.9994,211,90030,2
"3106",1.74,211,90030,1
"3107",1.3997,211,90030,2
"3108",1.3997,211,90030,2
"3109",2.8475,211,90030,1
"3110",2.0402,211,90030,1
"3111",2.934,211,90030,1
"3112",1.9172,211,90030,1
"3113",1.9172,211,90030,1
"3114",1.9172,211,90030,2
"3115",1.9172,211,90030,2
"3116",3.6258,211,90030,NA
"3117",2.7845,211,90030,NA
"3118",3.6258,211,90030,2
"3119",1.9172,211,90030,2
"3120",1.9172,211,90030,2
"3121",1.5234,211,90030,1
"3122",1.3997,211,90030,1
"3123",1.9994,211,90030,NA
"3124",1.9994,211,90030,2
"3125",1.3997,211,90030,2
"3126",1.0401,211,90030,1
"3127",1.3997,211,90030,NA
"3128",1.9994,211,90030,2
"3129",3.6258,211,90030,2
"3130",1.3997,211,90030,2
"3131",1.9994,211,90030,NA
"3132",1.2567,101,120830,NA
"3133",1.9168,101,120830,NA
"3134",1.9168,101,120830,NA
"3135",1.4313,101,120830,1
"3136",1.9168,101,120830,NA
"3137",1.2567,101,120830,NA
"3138",1.6829,101,120830,1
"3139",0.9825,101,120830,NA
"3140",1.7269,101,120830,2
"3141",1.0506,101,120830,1
"3142",1.206,101,120830,1
"3143",0.8468,101,120830,2
"3144",0.8468,101,120830,1
"3145",1.206,101,120830,1
"3146",1.206,101,120830,1
"3147",0.8468,101,120830,1
"3148",1.1673,101,120830,2
"3149",1.1673,101,120830,2
"3150",1.2567,101,120830,1
"3151",1.9168,101,120830,2
"3152",2.3292,101,120830,NA
"3153",1.7269,101,120830,1
"3154",1.0506,101,120830,1
"3155",1.4704,101,120830,NA
"3156",1.0506,101,120830,1
"3157",1.7269,101,120830,1
"3158",1.0506,101,120830,1
"3159",1.6624,101,120830,1
"3160",0.8468,101,120830,1
"3161",0.8468,101,120830,1
"3162",0.8468,101,120830,NA
"3163",0.8468,101,120830,1
"3164",1.206,101,120830,NA
"3165",0.6293,101,120830,NA
"3166",1.5865,101,120830,1
"3167",1.5865,101,120830,1
"3168",1.1852,101,120830,1
"3169",1.1852,101,120830,1
"3170",0.8068,101,120830,1
"3171",1.7269,101,120830,1
"3172",1.0506,101,120830,1
"3173",1.0506,101,120830,1
"3174",1.4704,101,120830,1
"3175",1.4704,101,120830,NA
"3176",0.6621,101,120830,NA
"3177",1.0506,101,120830,1
"3178",1.7269,101,120830,1
"3179",1.4704,101,120830,2
"3180",1.6829,101,120830,NA
"3181",1.0506,101,120830,NA
"3182",1.7269,101,120830,1
"3183",1.0158,101,120830,1
"3184",1.1673,101,120830,1
"3185",1.6624,101,120830,1
"3186",1.1673,101,120830,1
"3187",0.8468,101,120830,2
"3188",1.1673,101,120830,1
"3189",1.1673,101,120830,1
"3190",1.6624,101,120830,1
"3191",0.8675,101,120830,1
"3192",0.8468,101,120830,NA
"3193",1.5865,101,120830,1
"3194",1.2678,101,120830,1
"3195",1.1343,101,120830,1
"3196",1.5865,101,120830,1
"3197",2.0821,101,120830,NA
"3198",1.5865,101,120830,1
"3199",1.1852,101,120830,1
"3200",1.5865,101,120830,NA
"3201",1.5183,101,120830,1
"3202",1.9926,101,120830,1
"3203",1.5865,101,120830,NA
"3204",1.1852,101,120830,1
"3205",1.2523,201,121150,NA
"3206",1.7329,201,121150,NA
"3207",1.7329,201,121150,1
"3208",1.2877,201,121150,NA
"3209",0.4918,201,121150,NA
"3210",2.05,201,121150,1
"3211",1.2523,201,121150,NA
"3212",1.2523,201,121150,NA
"3213",2.6695,201,121150,1
"3214",0.9617,201,121150,NA
"3215",2.6695,201,121150,2
"3216",0.6587,201,121150,NA
"3217",0.9617,201,121150,NA
"3218",0.9617,201,121150,1
"3219",1.2523,201,121150,1
"3220",2.6695,201,121150,1
"3221",2.6695,201,121150,NA
"3222",0.4918,201,121150,NA
"3223",0.9437,201,121150,NA
"3224",0.9437,201,121150,NA
"3225",0.6587,201,121150,1
"3226",0.6587,201,121150,1
"3227",0.6587,201,121150,1
"3228",0.9617,201,121150,NA
"3229",0.4918,201,121150,2
"3230",1.7329,201,121150,2
"3231",1.7329,201,121150,1
"3232",1.5687,201,121150,1
"3233",1.508,201,121150,1
"3234",1.5687,201,121150,1
"3235",1.3061,201,121150,NA
"3236",0.6587,201,121150,1
"3237",1.6819,201,121150,NA
"3238",0.9437,201,121150,2
"3239",0.4918,201,121150,1
"3240",0.6587,201,121150,1
"3241",1.2523,201,121150,1
"3242",0.9617,201,121150,NA
"3243",1.7329,201,121150,1
"3244",1.7329,201,121150,1
"3245",1.0235,201,121150,1
"3246",0.7047,201,121150,NA
"3247",0.6587,201,121150,1
"3248",0.6587,201,121150,NA
"3249",0.9437,201,121150,1
"3250",0.9437,201,121150,1
"3251",0.6587,201,121150,2
"3252",1.508,201,121150,1
"3253",0.9116,201,121150,1
"3254",1.3061,201,121150,NA
"3255",0.6587,201,121150,1
"3256",0.6587,201,121150,1
"3257",2.1611,201,121150,1
"3258",1.6467,201,121150,NA
"3259",0.9617,201,121150,NA
"3260",1.6819,201,121150,1
"3261",1.6819,201,121150,NA
"3262",1.6467,201,121150,1
"3263",1.2523,201,121150,1
"3264",1.7329,201,121150,2
"3265",1.7329,201,121150,1
"3266",1.7329,201,121150,2
"3267",1.7329,201,121150,NA
"3268",1.7329,201,121150,1
"3269",1.3061,201,121150,NA
"3270",2.2513,201,121150,NA
"3271",2.2513,201,121150,NA
"3272",0.6587,201,121150,1
"3273",0.9437,201,121150,NA
"3274",0.8173,201,121150,NA
"3275",1.2302,201,121150,1
"3276",1.1247,201,121150,NA
"3277",1.6467,201,121150,NA
"3278",0.9116,201,121150,1
"3279",1.6467,201,121150,NA
"3280",1.6467,201,121150,1
"3281",1.6467,201,121150,1
"3282",1.6819,201,121150,1
"3283",1.6467,201,121150,1
"3284",2.1611,201,121150,1
"3285",0.9437,201,121150,1
"3286",0.7047,201,121150,NA
"3287",0.6715,201,121150,1
"3288",1.5336,201,121150,1
"3289",0.8744,201,121150,1
"3290",0.7907,201,121150,1
"3291",0.8744,201,121150,1
"3292",0.8744,201,121150,1
"3293",0.8744,201,121150,1
"3294",1.997,201,121150,NA
"3295",1.5336,201,121150,1
"3296",1.6798,201,121150,1
"3297",2.0762,201,121150,2
"3298",1.4619,201,121150,NA
"3299",1.997,201,121150,1
"3300",0.8744,201,121150,NA
"3301",1.5336,201,121150,1
"3302",1.997,201,121150,NA
"3303",0.8744,201,121150,1
"3304",0.8744,201,121150,NA
"3305",0.8744,201,121150,1
"3306",0.8744,201,121150,1
"3307",0.6715,201,121150,1
"3308",2.0762,201,121150,1
"3309",0.8744,201,121150,1
"3310",5.0008,201,121150,1
"3311",1.997,201,121150,NA
"3312",0.8744,201,121150,NA
"3313",0.8744,201,121150,1
"3314",1.4619,201,121150,1
"3315",1.6798,201,121150,1
"3316",1.6798,201,121150,1
"3317",2.0762,201,121150,NA
"3318",2.3923,201,121150,1
"3319",1.4619,201,121150,NA
"3320",1.5429,201,121150,1
"3321",2.0762,201,121150,NA
"3322",1.4619,201,121150,1
"3323",2.0762,201,121150,1
"3324",1.4619,201,121150,NA
"3325",1.8068,201,121150,NA
"3326",3.9376,201,121150,1
"3327",3.9376,201,121150,1
"3328",3.9376,201,121150,1
"3329",3.7618,201,121150,1
"3330",3.8631,201,121150,1
"3331",3.9376,201,121150,NA
"3332",5.0115,201,121150,NA
"3333",4.2951,201,121150,1
"3334",0.8619,211,121170,NA
"3335",0.6728,211,121170,1
"3336",0.5827,211,121170,2
"3337",0.6634,211,121170,2
"3338",0.8316,211,121170,1
"3339",0.5094,211,121170,NA
"3340",0.6944,211,121170,2
"3341",0.4341,211,121170,NA
"3342",0.3087,211,121170,NA
"3343",0.6634,211,121170,2
"3344",1.1404,211,121170,1
"3345",1.1404,211,121170,2
"3346",0.6213,211,121170,1
"3347",0.6728,211,121170,NA
"3348",0.6634,211,121170,1
"3349",0.6158,211,121170,1
"3350",0.6634,211,121170,2
"3351",0.4729,211,121170,1
"3352",0.6158,211,121170,1
"3353",0.6158,211,121170,NA
"3354",0.5094,211,121170,NA
"3355",0.5721,211,121170,1
"3356",0.5999,211,121170,2
"3357",0.5094,211,121170,1
"3358",0.9284,211,121170,NA
"3359",0.6634,211,121170,NA
"3360",0.8316,211,121170,1
"3361",0.8619,211,121170,NA
"3362",0.7238,211,121170,2
"3363",0.6728,211,121170,2
"3364",0.5999,211,121170,2
"3365",0.6158,211,121170,1
"3366",0.6158,211,121170,1
"3367",0.6158,211,121170,1
"3368",0.4729,211,121170,1
"3369",0.4729,211,121170,1
"3370",0.6634,211,121170,NA
"3371",0.7037,211,121170,1
"3372",0.6158,211,121170,NA
"3373",1.1517,211,121170,1
"3374",0.6299,211,121170,1
"3375",0.8316,211,121170,2
"3376",0.6158,211,121170,1
"3377",0.8087,211,121170,1
"3378",0.6158,211,121170,1
"3379",0.358,211,121170,NA
"3380",0.5721,211,121170,1
"3381",0.4134,211,121170,1
"3382",0.5827,211,121170,1
"3383",0.4134,211,121170,NA
"3384",0.5999,211,121170,2
"3385",0.4134,211,121170,2
"3386",0.4134,211,121170,NA
"3387",0.4729,211,121170,2
"3388",0.4134,211,121170,NA
"3389",0.5827,211,121170,1
"3390",0.4134,211,121170,1
"3391",0.5721,211,121170,1
"3392",0.3087,211,121170,1
"3393",0.358,211,121170,1
"3394",0.4134,211,121170,1
"3395",0.6634,211,121170,1
"3396",0.6944,211,121170,NA
"3397",0.6634,211,121170,1
"3398",1.1517,211,121170,2
"3399",0.4729,211,121170,NA
"3400",0.5721,211,121170,NA
"3401",0.8087,211,121170,1
"3402",0.5379,211,121170,NA
"3403",0.6213,211,121170,1
"3404",0.4134,211,121170,1
"3405",0.5024,211,121170,NA
"3406",0.8316,211,121170,1
"3407",0.6634,211,121170,NA
"3408",0.6492,211,121170,1
"3409",0.358,211,121170,2
"3410",0.5721,211,121170,NA
"3411",0.9312,211,121170,2
"3412",1.1404,211,121170,1
"3413",1.1404,211,121170,1
"3414",0.6492,211,121170,1
"3415",0.6213,211,121170,1
"3416",0.6213,211,121170,2
"3417",0.6634,211,121170,1
"3418",0.6213,211,121170,1
"3419",0.6944,211,121170,1
"3420",0.9284,211,121170,1
"3421",0.6158,211,121170,1
"3422",0.6728,211,121170,1
"3423",0.9312,211,121170,1
"3424",0.6158,211,121170,NA
"3425",0.6158,211,121170,1
"3426",0.3087,211,121170,1
"3427",0.4729,211,121170,2
"3428",0.7238,211,121170,1
"3429",0.6009,211,121170,NA
"3430",0.6009,211,121170,2
"3431",0.7238,211,121170,NA
"3432",0.4134,211,121170,1
"3433",0.4729,211,121170,2
"3434",0.4134,211,121170,2
"3435",0.6492,211,121170,1
"3436",0.5024,211,121170,1
"3437",0.4134,211,121170,NA
"3438",0.6645,211,121170,1
"3439",0.8087,211,121170,1
"3440",1.1517,211,121170,1
"3441",0.7238,211,121170,2
"3442",0.7238,211,121170,2
"3443",0.8087,211,121170,1
"3444",0.5094,211,121170,1
"3445",0.8087,211,121170,1
"3446",0.8087,211,121170,1
"3447",0.7037,211,121170,1
"3448",1.0308,211,121170,1
"3449",0.7238,211,121170,1
"3450",1.0308,211,121170,NA
"3451",0.869,211,121170,1
"3452",0.7238,211,121170,1
"3453",0.6158,211,121170,1
"3454",0.7238,211,121170,NA
"3455",0.7238,211,121170,2
"3456",0.5094,211,121170,NA
"3457",0.869,211,121170,NA
"3458",0.4134,211,121170,2
"3459",0.6728,211,121170,NA
"3460",0.6213,211,121170,1
"3461",0.869,211,121170,1
"3462",0.869,211,121170,NA
"3463",0.6634,211,121170,1
"3464",0.6634,211,121170,2
"3465",0.6158,211,121170,1
"3466",0.4134,211,121170,1
"3467",0.8087,211,121170,1
"3468",0.3087,211,121170,NA
"3469",0.8316,211,121170,1
"3470",0.3087,211,121170,1
"3471",0.5024,211,121170,NA
"3472",0.9312,211,121170,1
"3473",0.5999,211,121170,NA
"3474",0.9312,211,121170,1
"3475",0.4134,211,121170,1
"3476",0.5094,211,121170,2
"3477",1.0308,211,121170,1
"3478",0.4729,211,121170,1
"3479",1.1517,211,121170,1
"3480",0.6158,211,121170,NA
"3481",0.6009,211,121170,2
"3482",0.7037,211,121170,1
"3483",0.6009,211,121170,1
"3484",0.3859,211,121170,1
"3485",0.6728,211,121170,1
"3486",1.0914,211,121170,1
"3487",0.5827,211,121170,NA
"3488",0.5721,211,121170,NA
"3489",0.7238,211,121170,1
"3490",0.5024,211,121170,1
"3491",0.8316,211,121170,1
"3492",0.869,211,121170,1
"3493",0.869,211,121170,1
"3494",0.6728,211,121170,NA
"3495",0.6634,211,121170,NA
"3496",0.6213,211,121170,1
"3497",0.8316,211,121170,1
"3498",0.5379,211,121170,1
"3499",0.3087,211,121170,1
"3500",0.6009,211,121170,NA
"3501",0.6299,211,121170,1
"3502",1.1517,211,121170,2
"3503",0.3087,211,121170,1
"3504",0.6492,211,121170,2
"3505",0.7037,211,121170,1
"3506",0.6492,211,121170,1
"3507",0.5094,211,121170,1
"3508",0.6299,211,121170,1
"3509",0.4134,211,121170,1
"3510",0.4729,211,121170,2
"3511",0.6158,211,121170,1
"3512",0.6645,211,121170,NA
"3513",0.8087,211,121170,1
"3514",0.5379,211,121170,NA
"3515",0.6158,211,121170,1
"3516",0.6009,211,121170,1
"3517",1.1517,211,121170,1
"3518",1.0308,211,121170,1
"3519",0.5379,211,121170,1
"3520",1.0308,211,121170,1
"3521",0.8619,211,121170,NA
"3522",0.8087,211,121170,1
"3523",0.6213,211,121170,NA
"3524",0.5379,211,121170,2
"3525",1.0308,211,121170,1
"3526",0.8087,211,121170,1
"3527",0.6299,211,121170,1
"3528",0.8619,211,121170,1
"3529",1.0308,211,121170,1
"3530",0.3087,211,121170,1
"3531",0.4312,211,121170,NA
"3532",0.8316,211,121170,1
"3533",0.5999,211,121170,2
"3534",0.6158,211,121170,2
"3535",0.6299,211,121170,NA
"3536",0.5379,211,121170,1
"3537",0.3475,103,130510,NA
"3538",0.229,103,130510,1
"3539",0.3475,103,130510,1
"3540",0.229,103,130510,1
"3541",0.229,103,130510,NA
"3542",0.1829,103,130510,NA
"3543",0.3047,103,130510,1
"3544",0.4339,103,130510,NA
"3545",0.295,103,130510,1
"3546",0.5283,103,130510,NA
"3547",0.4196,103,130510,NA
"3548",0.4339,103,130510,1
"3549",0.4339,103,130510,NA
"3550",0.1829,103,130510,NA
"3551",0.4339,103,130510,1
"3552",0.2998,103,130510,NA
"3553",0.295,103,130510,1
"3554",0.1619,103,130510,1
