"","SERNUM","CTBAND","ADULTH","DEPCHLDH","GROSS2","HHINC","PSU","TENURE"
"703",3575,2,1,0,393,156,244,1
"704",3683,1,1,0,476,156,251,2
"705",3840,3,1,0,360,156,263,3
"706",4114,4,2,0,532,156,281,1
"707",4277,1,1,0,289,156,292,2
"708",4523,4,2,1,413,156,309,2
"709",527,3,1,0,421,157,37,1
"710",1132,1,1,0,481,157,78,2
"711",1233,1,1,0,439,157,85,2
"712",1357,1,1,0,512,157,94,1
"713",1937,3,1,0,413,157,132,1
"714",2127,1,1,0,369,157,147,2
"715",2327,4,3,0,618,157,161,1
"716",2376,1,1,0,409,157,164,2
"717",2683,1,1,0,417,157,183,2
"718",3933,2,1,1,269,157,269,3
"719",3940,1,1,0,632,157,270,2
"720",355,1,1,0,506,158,25,2
"721",771,1,1,0,367,158,54,2
"722",1447,1,1,0,486,158,100,1
"723",1452,1,1,0,627,158,101,2
"724",2000,2,1,0,418,158,137,2
"725",2284,1,1,0,407,158,158,2
"726",3390,1,1,0,422,158,231,2
"727",3542,2,1,1,313,158,241,2
"728",3557,1,1,1,431,158,242,2
"729",3619,4,2,0,463,158,246,1
"730",3929,3,1,0,285,158,269,2
"731",4211,3,1,0,342,158,288,2
"732",4291,1,1,0,551,158,293,4
"733",4655,2,1,1,434,158,318,4
"734",797,3,1,0,369,159,56,1
"735",1057,5,1,0,458,159,73,1
"736",1515,2,1,2,436,159,104,4
"737",1621,1,1,0,465,159,110,2
"738",1798,2,1,2,520,159,122,2
"739",1921,2,2,0,495,159,131,1
"740",2173,1,1,0,441,159,151,1
"741",2361,3,1,0,308,159,163,2
"742",2500,2,2,0,525,159,171,2
"743",2733,1,2,0,490,159,186,1
"744",2978,2,2,0,548,159,203,1
"745",3028,2,1,1,487,159,206,3
"746",3074,5,1,0,451,159,209,1
"747",4376,2,2,0,415,159,299,1
"748",4429,1,1,0,412,159,302,2
"749",239,2,2,0,335,160,17,3
"750",343,3,2,0,431,160,24,2
"751",574,5,2,0,548,160,41,1
"752",597,2,1,0,365,160,42,2
"753",644,2,1,0,322,160,46,2
"754",1682,3,1,0,344,160,115,1
"755",1898,5,2,0,496,160,129,1
"756",1924,1,1,0,401,160,131,3
"757",2685,3,1,0,521,160,183,4
"758",3314,1,1,1,306,160,226,2
"759",3737,1,1,0,514,160,255,1
"760",4067,1,1,0,396,160,278,2
"761",4680,5,1,0,455,160,319,1
"762",55,2,1,1,440,161,4,2
"763",236,1,1,0,492,161,17,2
"764",366,1,1,0,362,161,26,2
"765",2036,4,2,0,501,161,139,4
"766",3236,6,1,0,490,161,221,1
"767",3260,1,1,0,334,161,223,3
"768",3570,1,1,1,548,161,243,2
"769",4417,1,1,0,316,161,301,2
"770",319,1,1,0,458,162,22,2
"771",1711,1,1,0,520,162,116,3
"772",1919,1,1,0,461,162,131,2
"773",2016,7,1,0,427,162,138,1
"774",2257,3,1,0,379,162,157,2
"775",2365,4,1,0,335,162,163,2
"776",3123,1,1,0,554,162,213,1
"777",3318,1,1,0,535,162,227,2
"778",3872,3,1,0,391,162,265,1
"779",4197,4,1,0,363,162,287,2
"780",140,2,1,1,284,163,10,2
"781",511,4,1,0,401,163,36,1
"782",1099,1,1,0,583,163,76,1
"783",1550,1,1,0,725,163,106,4
"784",2784,1,1,0,378,163,190,2
"785",3621,5,1,0,502,163,247,1
"786",3859,1,1,0,386,163,264,3
"787",4113,7,1,0,535,163,281,1
"788",4182,1,1,0,348,163,286,3
"789",4307,1,1,2,482,163,294,2
"790",4324,1,1,1,538,163,295,2
"791",4460,7,1,0,456,163,304,1
"792",4672,1,1,0,399,163,319,2
"793",93,2,1,0,696,164,6,1
"794",134,2,2,2,435,164,9,1
"795",278,1,1,0,430,164,20,2
"796",657,1,2,0,475,164,47,2
"797",859,2,1,0,456,164,61,2
"798",1144,2,1,2,453,164,79,3
"799",2290,4,1,0,384,164,158,3
"800",2495,1,1,0,482,164,171,2
"801",2980,1,1,0,518,164,203,1
"802",3001,3,1,0,353,164,204,2
"803",3657,1,1,2,524,164,249,2
"804",3839,5,1,0,538,164,263,1
"805",158,3,1,0,528,165,11,2
"806",760,2,2,0,467,165,53,1
"807",1495,1,2,0,486,165,103,2
"808",2006,1,1,0,693,165,137,2
"809",2740,3,2,0,504,165,186,1
"810",3107,1,2,0,472,165,212,2
"811",3139,1,1,0,410,165,214,2
"812",3160,4,1,2,499,165,216,1
"813",3667,3,2,0,451,165,250,1
"814",3962,1,2,4,492,165,271,2
"815",4259,3,1,0,410,165,291,1
"816",387,2,1,0,450,166,27,1
"817",864,2,1,0,350,166,61,2
"818",1655,1,1,1,391,166,113,2
"819",2009,1,1,0,384,166,137,2
"820",2623,3,1,0,402,166,179,1
"821",3247,2,1,0,331,166,222,3
"822",3264,2,1,0,342,166,223,3
"823",3288,3,2,0,470,166,225,1
"824",3774,4,1,0,384,166,258,1
"825",3835,3,1,0,381,166,263,3
"826",221,1,1,0,453,167,16,2
"827",446,1,1,0,323,167,32,3
"828",468,2,1,0,405,167,33,1
"829",960,2,1,0,392,167,67,3
"830",967,2,1,0,508,167,68,1
"831",1297,1,1,0,457,167,89,2
"832",1800,2,1,1,476,167,122,2
"833",2001,1,1,0,347,167,137,3
"834",2513,1,1,0,405,167,172,2
"835",2896,4,1,0,518,167,198,1
"836",3675,3,1,0,377,167,251,2
"837",4509,2,1,1,310,167,307,2
"838",810,3,1,0,360,168,57,3
"839",1151,3,1,0,340,168,80,2
"840",1993,1,1,0,400,168,136,2
"841",2073,2,1,0,2772,168,143,4
"842",2377,3,2,0,390,168,164,4
"843",2975,3,1,0,333,168,203,2
"844",3142,4,2,1,298,168,214,1
"845",3306,2,1,1,268,168,226,2
"846",4245,4,2,0,388,168,290,1
"847",4250,2,1,1,442,168,290,3
"848",4492,1,2,0,434,168,306,4
"849",501,2,2,0,414,169,36,2
"850",1018,2,1,0,432,169,71,2
"851",1796,1,1,0,339,169,122,2
"852",2838,1,1,1,473,169,194,2
"853",3203,4,1,1,314,169,219,1
"854",3456,1,1,0,333,169,236,2
"855",992,1,1,0,420,170,69,1
"856",1246,2,1,0,384,170,86,3
"857",2052,2,2,0,414,170,141,3
"858",2180,3,1,0,639,170,151,1
"859",2186,1,1,0,307,170,152,4
"860",2362,3,1,0,878,170,163,2
"861",2401,2,1,0,401,170,165,1
"862",2521,4,2,2,347,170,172,1
"863",3347,2,2,0,433,170,228,1
"864",4358,4,1,0,416,170,297,1
"865",4514,4,1,0,423,170,308,1
"866",89,3,1,0,356,171,6,2
"867",292,2,1,0,353,171,20,4
"868",1374,2,2,2,411,171,95,1
"869",1632,4,1,0,435,171,111,1
"870",1664,3,2,0,362,171,113,4
"871",2378,2,1,1,265,171,164,2
"872",2491,2,2,0,641,171,171,2
"873",2979,1,1,0,421,171,203,1
"874",2983,2,1,1,472,171,203,3
"875",3666,2,1,0,361,171,250,2
"876",4368,1,1,0,524,171,298,1
"877",154,3,2,0,403,172,11,1
"878",163,3,2,1,278,172,11,1
"879",659,2,1,1,506,172,47,3
"880",890,3,2,0,458,172,63,4
"881",1321,3,1,0,360,172,91,2
"882",1457,1,1,0,712,172,101,2
"883",2530,1,1,0,405,172,173,2
"884",2533,4,1,0,367,172,174,1
"885",2779,2,1,0,446,172,189,2
"886",3761,1,2,0,408,172,257,4
"887",4003,3,1,2,487,172,274,2
"888",4157,1,1,0,425,172,285,2
"889",4168,2,1,0,575,172,285,2
"890",4602,3,1,2,371,172,314,3
"891",68,5,2,0,431,173,5,1
"892",827,2,1,1,355,173,59,2
"893",936,6,1,0,484,173,66,1
"894",1243,1,1,0,436,173,86,3
"895",1263,5,1,2,318,173,87,1
"896",2219,4,1,0,325,173,154,4
"897",2608,1,1,1,515,173,178,3
"898",3340,2,1,0,431,173,228,1
"899",3615,2,1,1,443,173,246,3
"900",3701,1,1,0,878,173,253,4
"901",3822,1,2,0,498,173,262,1
"902",3917,3,1,0,889,173,268,3
"903",4461,7,1,0,389,173,304,4
"904",314,2,2,0,431,174,22,2
"905",951,2,1,0,710,174,67,1
"906",1460,1,2,0,563,174,101,1
"907",1872,3,1,0,403,174,127,1
"908",1929,2,2,1,373,174,131,3
"909",2368,3,1,1,425,174,163,2
"910",2529,1,1,0,387,174,173,2
"911",3177,2,1,0,596,174,217,2
"912",3460,5,1,0,383,174,236,2
"913",3627,1,2,0,524,174,247,1
"914",3714,1,1,0,541,174,254,2
"915",4592,1,1,0,400,174,314,2
"916",4667,1,1,0,396,174,319,2
"917",396,2,1,2,487,175,28,2
"918",787,2,2,0,430,175,55,2
"919",1287,3,1,0,267,175,89,2
"920",1559,1,1,0,417,175,106,2
"921",1933,1,1,0,356,175,132,3
"922",2613,2,1,0,536,175,178,3
"923",2933,2,2,0,410,175,200,2
"924",3404,2,1,2,312,175,232,3
"925",4218,5,1,0,474,175,288,1
"926",4251,4,2,0,443,175,290,1
"927",4304,1,1,0,447,175,294,2
"928",4547,1,1,0,382,175,310,3
"929",50,1,1,2,316,176,4,2
"930",119,1,2,1,402,176,8,3
"931",283,1,1,1,522,176,20,2
"932",324,2,2,0,533,176,22,1
"933",716,2,1,1,505,176,51,2
"934",824,2,1,0,695,176,58,3
"935",1685,3,1,0,414,176,115,1
"936",2232,3,2,0,464,176,155,1
"937",2322,3,1,1,285,176,160,2
"938",2470,3,3,0,309,176,170,1
"939",2880,2,2,0,244,176,197,1
"940",3129,2,2,0,584,176,213,1
"941",4520,4,2,0,309,176,308,3
"942",88,1,1,0,362,177,6,3
"943",128,1,2,0,340,177,9,2
"944",888,2,2,0,262,177,63,1
"945",2537,3,1,0,382,177,174,1
"946",2651,5,1,0,466,177,181,1
"947",2957,1,1,1,525,177,201,2
"948",3044,2,1,0,442,177,207,1
"949",4153,3,1,0,292,177,284,2
"950",4164,4,1,0,342,177,285,2
"951",171,4,1,0,351,178,12,3
"952",1279,4,1,0,378,178,88,1
"953",2194,5,1,0,456,178,152,1
"954",2614,2,1,1,480,178,178,3
"955",3478,1,1,0,739,178,237,1
"956",3578,6,1,0,988,178,244,1
"957",3886,1,1,1,260,178,266,2
"958",4691,1,1,0,394,178,320,2
"959",391,1,1,0,899,179,28,3
"960",624,4,2,0,413,179,45,1
"961",903,1,1,0,415,179,64,2
"962",2680,4,1,0,345,179,183,1
"963",2961,1,1,0,408,179,202,2
"964",3029,2,2,0,489,179,206,1
"965",3170,2,2,0,579,179,217,2
"966",3532,2,2,0,482,179,241,1
"967",25,2,2,0,421,180,2,2
"968",31,4,2,0,375,180,2,1
"969",344,4,1,0,419,180,24,1
"970",392,1,1,0,711,180,28,2
"971",954,2,1,0,350,180,67,2
"972",1869,2,1,0,350,180,127,1
"973",2949,2,1,0,455,180,201,1
"974",3410,1,1,1,574,180,233,2
"975",3808,6,2,0,420,180,261,1
"976",4675,2,2,0,500,180,319,1
"977",294,4,2,0,455,181,21,1
"978",2886,1,2,0,566,181,197,2
"979",3133,4,2,0,360,181,214,1
"980",3286,3,1,0,365,181,225,1
"981",3482,4,2,0,427,181,237,1
"982",4221,4,1,2,387,181,288,2
"983",482,1,1,0,337,182,34,2
"984",943,1,2,0,420,182,66,2
"985",1136,3,1,0,309,182,78,1
"986",1964,5,2,0,461,182,134,1
"987",2451,3,1,1,288,182,168,2
"988",2527,3,1,0,379,182,173,3
"989",2776,2,2,0,383,182,189,2
"990",3014,1,1,0,447,182,205,2
"991",3076,2,2,1,367,182,209,2
"992",3184,9,1,0,566,182,217,4
"993",3392,1,1,0,632,182,231,1
"994",767,1,1,0,386,183,54,2
"995",1064,3,1,0,467,183,74,1
"996",1417,3,1,0,421,183,98,1
"997",1459,3,2,0,491,183,101,1
"998",1715,1,1,0,875,183,116,4
"999",1846,2,1,0,345,183,125,2
"1000",2892,1,2,0,448,183,197,2
"1001",2977,3,1,0,298,183,203,1
"1002",3206,2,2,0,551,183,219,2
"1003",4213,3,1,0,396,183,288,1
"1004",4626,1,2,0,505,183,316,2
"1005",674,2,2,1,448,184,48,1
"1006",968,1,1,0,828,184,68,1
"1007",980,1,1,1,556,184,69,2
"1008",1223,2,1,0,381,184,84,2
"1009",1333,1,1,1,424,184,92,3
"1010",1738,1,2,0,433,184,118,4
"1011",2889,9,2,2,425,184,197,2
"1012",3153,5,1,1,284,184,215,4
"1013",3746,4,2,0,356,184,256,4
"1014",4666,1,2,2,360,184,319,3
"1015",410,6,1,0,389,185,30,1
"1016",1199,4,1,0,313,185,83,4
"1017",1200,3,1,0,372,185,83,4
"1018",1307,2,1,0,407,185,91,2
"1019",1744,1,2,1,423,185,118,2
"1020",1825,2,1,0,366,185,124,2
"1021",2922,3,2,0,445,185,199,1
"1022",3641,1,1,2,303,185,248,2
"1023",3705,3,1,0,372,185,253,2
"1024",3779,1,2,3,449,185,259,2
"1025",3930,2,1,1,527,185,269,3
"1026",4633,1,1,0,362,185,316,2
"1027",32,1,1,2,583,186,2,2
"1028",72,1,2,0,494,186,5,3
"1029",1710,2,1,1,494,186,116,2
"1030",2665,6,2,0,445,186,182,1
"1031",3646,4,2,0,432,186,248,1
"1032",3660,1,1,2,523,186,249,2
"1033",3993,1,1,0,420,186,273,2
"1034",4180,1,2,0,430,186,286,2
"1035",4225,2,1,0,425,186,289,1
"1036",4238,1,1,0,578,186,289,2
"1037",4412,5,2,0,527,186,301,1
"1038",4600,5,2,2,460,186,314,1
"1039",4625,2,1,0,408,186,316,3
"1040",4659,4,1,0,344,186,318,2
"1041",102,1,2,0,520,187,7,1
"1042",152,3,1,0,382,187,10,3
"1043",1159,2,1,0,446,187,80,1
"1044",1166,8,2,3,562,187,81,1
"1045",1528,3,1,1,287,187,105,3
"1046",1529,2,1,0,388,187,105,1
"1047",1737,1,2,1,303,187,118,2
"1048",2543,1,1,0,527,187,174,2
"1049",2693,2,1,0,373,187,183,1
"1050",3365,2,1,0,356,187,229,1
"1051",3427,1,1,0,348,187,234,3
"1052",4646,1,1,0,399,187,317,2
"1053",2796,4,1,0,428,188,190,1
"1054",2851,9,2,0,363,188,194,4
"1055",2962,3,2,0,447,188,202,2
"1056",3137,2,1,0,438,188,214,2
"1057",3191,3,2,1,376,188,218,1
"1058",3729,1,1,0,602,188,255,2
"1059",4421,3,1,0,314,188,301,4
"1060",4499,2,1,0,361,188,306,2
"1061",4536,4,1,0,393,188,309,1
"1062",1604,2,1,0,431,189,109,1
"1063",1695,6,2,0,556,189,115,1
"1064",2271,3,1,0,376,189,157,1
"1065",3059,1,1,0,330,189,208,2
"1066",3932,2,1,0,370,189,269,3
"1067",4074,1,1,0,686,189,279,2
"1068",4303,2,1,0,390,189,294,1
"1069",4589,2,2,0,436,189,313,1
"1070",425,4,1,0,336,190,30,1
"1071",807,3,1,0,361,190,57,1
"1072",813,3,2,0,408,190,57,1
"1073",1549,1,1,0,615,190,106,4
"1074",1842,2,1,0,690,190,125,3
"1075",1910,1,2,0,416,190,130,2
"1076",2135,2,1,0,479,190,148,1
"1077",3117,3,1,0,358,190,213,1
"1078",3125,3,2,0,389,190,213,2
"1079",3394,1,1,0,667,190,231,4
"1080",3638,1,1,0,465,190,247,3
"1081",4102,1,2,0,454,190,281,2
"1082",4214,2,1,0,321,190,288,2
"1083",4629,2,1,0,368,190,316,1
"1084",777,1,2,0,438,191,55,1
"1085",856,6,1,0,487,191,61,1
"1086",1390,5,1,0,491,191,96,1
"1087",1439,1,2,0,427,191,100,1
"1088",1537,1,1,1,264,191,105,2
"1089",1577,3,1,0,475,191,107,1
"1090",1677,3,1,0,428,191,114,1
"1091",2128,2,1,1,559,191,147,3
"1092",2246,6,1,0,498,191,156,1
"1093",2692,1,1,1,520,191,183,2
"1094",4084,1,2,0,570,191,280,2
"1095",311,3,1,0,384,192,21,4
"1096",1391,6,2,0,529,192,96,1
"1097",1672,4,2,0,427,192,114,1
"1098",1978,2,2,0,475,192,135,1
"1099",2013,3,1,1,283,192,137,1
"1100",2043,1,1,2,427,192,140,3
"1101",2247,2,1,0,648,192,156,2
"1102",2893,1,1,0,367,192,197,3
"1103",3108,1,1,0,375,192,212,2
"1104",3127,1,1,1,451,192,213,2
"1105",3580,5,1,0,466,192,244,1
"1106",3984,1,1,0,448,192,273,2
"1107",4623,5,1,1,446,192,316,3
"1108",157,1,1,0,429,193,11,2
"1109",191,2,2,0,377,193,13,2
"1110",713,2,1,3,463,193,51,2
"1111",1280,7,2,0,456,193,88,1
"1112",1583,4,2,0,451,193,108,1
"1113",1657,1,2,0,397,193,113,2
"1114",2115,5,3,0,383,193,147,1
"1115",3540,2,1,0,329,193,241,2
"1116",3593,1,1,0,552,193,245,3
"1117",3782,3,1,0,371,193,259,1
"1118",4422,1,1,0,370,193,301,2
"1119",1278,4,1,0,350,194,88,1
"1120",1441,2,2,0,550,194,100,1
"1121",1979,1,1,0,399,194,135,2
"1122",2650,2,1,0,484,194,181,2
"1123",2887,9,2,1,434,194,197,2
"1124",2925,2,1,0,601,194,199,2
"1125",3187,4,2,0,441,194,217,1
"1126",3879,2,2,0,466,194,266,1
"1127",4296,2,2,1,409,194,293,2
"1128",4553,6,1,0,381,194,311,4
"1129",507,1,2,0,463,195,36,2
"1130",829,3,2,0,364,195,59,2
"1131",1389,5,2,0,529,195,96,1
"1132",1930,2,1,0,361,195,132,2
"1133",1938,1,1,0,334,195,132,2
"1134",2905,3,1,0,329,195,198,2
"1135",2955,2,2,1,439,195,201,2
"1136",3626,1,2,0,492,195,247,1
"1137",3789,3,1,0,410,195,260,1
"1138",4058,1,1,2,464,195,278,2
"1139",4161,2,1,1,314,195,285,2
"1140",4362,2,2,0,584,195,298,1
"1141",177,2,2,1,378,196,12,2
"1142",1589,3,1,0,456,196,108,2
"1143",1684,3,1,2,258,196,115,2
"1144",2696,3,2,3,420,196,184,1
"1145",3376,1,1,0,382,196,230,2
"1146",3409,1,2,0,563,196,233,1
"1147",3414,1,2,0,454,196,233,2
"1148",3533,4,1,0,646,196,241,1
"1149",3658,2,1,0,371,196,249,1
"1150",3944,3,1,0,328,196,270,3
"1151",4661,1,1,1,257,196,318,4
"1152",1221,2,2,0,407,197,84,2
"1153",1873,2,1,1,300,197,127,4
"1154",2458,3,1,0,364,197,169,2
"1155",1189,1,1,0,359,198,82,2
"1156",2584,1,1,0,343,198,177,2
"1157",2906,3,2,0,341,198,198,2
"1158",3313,1,1,0,765,198,226,1
"1159",3670,4,1,0,360,198,250,1
"1160",3689,2,2,2,410,198,251,2
"1161",4135,1,2,2,455,198,283,2
"1162",4385,1,1,0,723,198,299,2
"1163",4581,1,2,2,550,198,313,2
"1164",60,2,2,1,359,199,4,2
"1165",709,5,1,0,455,199,50,1
"1166",892,1,2,0,547,199,63,1
"1167",1270,4,2,0,409,199,88,1
"1168",1351,2,1,0,356,199,94,2
"1169",1518,4,1,0,328,199,104,1
"1170",2218,2,2,0,461,199,154,1
"1171",3382,1,2,0,489,199,230,2
"1172",3558,1,2,0,451,199,242,3
"1173",3814,2,1,2,590,199,262,2
"1174",4195,3,1,0,634,199,287,1
"1175",4200,3,1,0,466,199,287,1
"1176",863,3,2,0,343,200,61,2
"1177",1134,3,2,0,388,200,78,1
"1178",1359,2,1,0,598,200,94,1
"1179",2084,3,2,0,444,200,143,1
"1180",2319,1,1,0,417,200,160,3
"1181",2548,3,2,0,274,200,174,2
"1182",2691,1,1,0,697,200,183,1
"1183",3417,1,2,2,413,200,233,2
"1184",4051,2,1,1,293,200,277,2
"1185",4241,2,1,0,718,200,289,2
"1186",498,2,2,0,524,201,36,2
"1187",651,2,1,0,384,201,47,1
"1188",981,1,1,2,535,201,69,2
"1189",1185,2,1,2,257,201,82,2
"1190",1573,4,2,0,485,201,107,1
"1191",3161,3,2,0,423,201,216,1
"1192",3261,2,1,0,416,201,223,3
"1193",3300,2,1,0,512,201,226,1
"1194",3650,1,1,0,363,201,249,2
"1195",3677,2,1,0,363,201,251,2
"1196",4244,1,1,0,415,201,290,3
"1197",4490,2,1,0,356,201,306,2
"1198",1456,1,2,0,422,202,101,2
"1199",1923,1,1,0,407,202,131,1
"1200",2148,3,1,0,730,202,149,4
"1201",2193,3,2,0,299,202,152,1
"1202",2965,2,2,2,385,202,202,2
"1203",2992,2,1,0,626,202,204,1
"1204",3505,1,2,0,453,202,239,2
"1205",3787,2,3,0,730,202,260,2
"1206",4126,1,1,1,309,202,282,2
"1207",4342,3,1,0,335,202,296,2
"1208",316,2,2,0,464,203,22,1
"1209",393,1,1,2,486,203,28,2
"1210",1028,4,1,1,329,203,71,1
"1211",1129,3,2,0,383,203,78,2
"1212",1289,1,2,0,478,203,89,2
"1213",1299,2,1,0,671,203,90,1
"1214",1379,5,1,0,676,203,96,1
"1215",1477,9,2,0,496,203,102,4
"1216",3332,1,1,0,360,203,227,2
"1217",4261,3,1,0,341,203,291,3
"1218",333,2,1,0,596,204,23,2
"1219",368,1,1,0,331,204,26,2
"1220",600,4,2,0,598,204,42,2
"1221",816,2,1,0,495,204,58,1
"1222",2196,4,1,0,357,204,152,1
"1223",3955,1,2,0,611,204,271,2
"1224",4136,2,1,0,432,204,283,2
"1225",4537,2,1,0,399,204,309,1
"1226",74,2,2,0,570,205,5,1
"1227",912,1,1,0,588,205,64,1
"1228",1141,1,1,0,391,205,79,1
"1229",2504,1,1,1,441,205,171,2
"1230",3056,1,1,0,348,205,208,4
"1231",3309,1,1,1,445,205,226,3
"1232",4179,2,1,0,495,205,286,3
"1233",193,2,2,0,420,206,13,3
"1234",2586,5,1,0,443,206,177,1
"1235",2617,3,2,0,371,206,179,1
"1236",2940,2,2,0,340,206,200,1
"1237",3090,3,1,2,382,206,211,3
"1238",3882,1,2,0,885,206,266,2
"1239",95,3,2,0,463,207,7,1
"1240",244,2,2,0,385,207,17,2
"1241",519,3,1,0,361,207,37,1
"1242",1145,3,1,2,445,207,79,3
"1243",1241,1,1,0,553,207,86,3
"1244",1748,3,2,0,513,207,118,1
"1245",1834,4,2,0,352,207,124,2
"1246",1977,1,1,0,391,207,135,1
"1247",2465,4,1,1,292,207,169,2
"1248",3024,2,2,0,468,207,206,2
"1249",3421,1,1,0,429,207,233,2
"1250",3556,3,1,3,401,207,242,4
"1251",3665,3,2,0,325,207,250,2
"1252",116,1,1,0,365,208,8,3
"1253",658,1,2,0,435,208,47,2
"1254",857,3,1,0,418,208,61,1
"1255",958,2,1,0,795,208,67,2
"1256",1593,1,2,0,451,208,108,2
"1257",1610,1,2,1,430,208,109,2
"1258",1824,2,1,2,364,208,124,3
"1259",2595,3,2,0,479,208,177,1
"1260",2937,1,2,0,425,208,200,2
"1261",3487,2,1,2,339,208,238,2
"1262",3624,7,1,0,430,208,247,1
"1263",3776,4,1,0,375,208,258,1
"1264",4123,5,2,0,470,208,282,1
"1265",44,1,1,2,299,209,3,2
"1266",219,2,2,1,523,209,15,1
"1267",411,1,2,0,499,209,30,3
"1268",1251,1,2,0,400,209,86,3
"1269",1316,4,2,0,394,209,91,1
"1270",1889,3,1,0,409,209,129,1
"1271",2007,4,1,0,378,209,137,3
"1272",3910,3,2,0,432,209,268,1
"1273",4262,4,1,0,808,209,291,3
"1274",4511,3,1,0,388,209,307,1
"1275",27,1,1,1,317,210,2,3
"1276",131,1,1,0,577,210,9,1
"1277",961,4,2,0,501,210,68,1
"1278",1257,1,2,0,564,210,87,1
"1279",1309,3,1,0,323,210,91,2
"1280",2175,1,1,2,568,210,151,2
"1281",2419,3,1,0,418,210,166,1
"1282",2826,2,1,2,315,210,193,2
"1283",2985,2,1,2,428,210,203,2
"1284",3070,2,1,0,492,210,209,1
"1285",3336,4,2,2,370,210,228,3
"1286",3644,2,1,0,587,210,248,1
"1287",3823,2,2,0,758,210,262,1
"1288",4121,3,1,0,298,210,282,2
"1289",4643,1,1,0,412,210,317,2
"1290",67,1,1,0,625,211,5,3
"1291",938,1,1,1,300,211,66,2
"1292",1608,2,1,0,475,211,109,1
"1293",2101,1,1,0,379,211,145,3
"1294",2932,1,1,0,345,211,200,1
"1295",3855,1,2,0,482,211,264,2
"1296",4001,4,2,0,467,211,274,1
"1297",4504,1,1,1,547,211,306,2
"1298",417,1,1,0,359,212,30,2
"1299",438,2,2,0,434,212,31,2
"1300",540,2,2,3,496,212,38,1
"1301",2607,1,1,1,328,212,178,1
"1302",3019,3,1,4,268,212,205,3
"1303",3297,4,2,1,361,212,225,1
"1304",3711,2,2,0,477,212,254,2
"1305",4369,1,1,0,395,212,298,4
"1306",130,1,2,0,355,213,9,2
"1307",573,2,1,0,332,213,41,4
"1308",902,2,1,0,331,213,64,1
"1309",1090,1,1,0,665,213,75,1
"1310",1277,4,1,0,416,213,88,2
"1311",1350,1,1,0,427,213,94,1
"1312",2017,7,2,0,488,213,138,1
"1313",2485,1,2,0,349,213,170,4
"1314",2747,4,2,0,481,213,187,1
"1315",3112,2,2,1,437,213,212,2
"1316",3545,1,1,1,426,213,242,4
"1317",3550,2,1,2,287,213,242,3
"1318",3887,4,2,0,349,213,266,2
"1319",4087,4,2,0,392,213,280,2
"1320",4454,1,1,0,338,213,303,2
"1321",571,2,1,2,473,214,40,2
"1322",1236,2,1,0,430,214,86,1
"1323",1442,3,1,0,324,214,100,1
"1324",1536,1,2,0,414,214,105,2
"1325",2409,2,1,0,480,214,166,1
"1326",2739,1,1,2,456,214,186,2
"1327",2921,2,1,0,733,214,199,1
"1328",3356,1,2,0,541,214,229,2
"1329",3467,3,1,0,392,214,237,1
"1330",4140,1,1,0,661,214,283,2
"1331",4186,2,1,2,1137,214,286,3
"1332",4268,3,2,0,478,214,292,1
"1333",364,2,2,0,499,215,26,2
"1334",499,2,2,0,478,215,36,2
"1335",559,4,1,0,395,215,39,1
"1336",626,4,1,3,330,215,45,1
"1337",654,2,1,1,393,215,47,1
"1338",822,9,1,0,369,215,58,4
"1339",1214,1,2,0,443,215,84,2
"1340",1516,4,2,0,530,215,104,1
"1341",2222,9,2,0,539,215,154,4
"1342",3963,1,1,1,329,215,271,2
"1343",4029,7,1,0,498,215,276,1
"1344",4606,2,1,0,462,215,314,1
"1345",4637,7,2,0,621,215,317,1
"1346",695,5,2,0,547,216,50,1
"1347",2236,4,2,1,374,216,155,1
"1348",2475,1,1,0,469,216,170,2
"1349",3176,2,2,0,246,216,217,2
"1350",934,4,2,0,408,217,66,1
"1351",1461,1,1,0,662,217,101,2
"1352",1944,2,2,0,383,217,133,2
"1353",3635,2,1,0,338,217,247,1
"1354",4493,1,1,0,379,217,306,2
"1355",357,1,1,0,447,218,25,1
"1356",455,3,2,0,378,218,32,1
"1357",1291,2,1,3,623,218,89,2
"1358",1339,3,1,0,537,218,92,3
"1359",2712,2,2,0,453,218,184,1
"1360",3485,2,2,0,363,218,238,3
"1361",165,2,2,0,481,219,11,1
"1362",435,2,1,0,494,219,31,1
"1363",1476,5,1,0,428,219,102,1
"1364",1591,2,1,0,462,219,108,2
"1365",1683,3,1,0,661,219,115,1
"1366",2120,1,1,1,301,219,147,2
"1367",2121,1,2,0,314,219,147,2
"1368",2159,1,1,0,423,219,150,2
"1369",2735,1,1,0,342,219,186,2
"1370",2780,2,2,1,434,219,189,1
"1371",2835,3,1,2,255,219,193,3
"1372",2876,3,1,0,351,219,196,2
"1373",2991,3,2,0,421,219,204,2
"1374",3143,4,1,0,424,219,215,1
"1375",3448,2,1,2,458,219,235,4
"1376",3502,4,1,1,236,219,239,4
"1377",3552,1,1,0,740,219,242,1
"1378",3723,2,2,0,628,219,254,1
"1379",4326,2,2,1,364,219,295,2
"1380",12,5,2,0,567,220,1,1
"1381",164,1,1,0,419,220,11,2
"1382",801,3,1,0,603,220,56,1
"1383",1865,1,1,0,655,220,127,2
"1384",2253,5,2,0,487,220,156,1
"1385",3270,7,2,0,490,220,224,1
"1386",3960,1,2,0,544,220,271,2
"1387",4183,2,1,2,265,220,286,2
